White player,White player Elo,Black player,Black player Elo,Opening Code,Opening,Result
Daniel_Dardha,2606,Chithambaram_VR_Aravindh,2607,D07,Queen’s Gambit,½-½
Velimir_Ivic,2572,Bharathakoti_Harsha,2593,D31,Queen’s Gambit,1-0
Alexander_Moiseenko,2577,Arseniy_Nesterov,2573,D58,Queen’s Gambit,½-½
Pavel_Ponkratov,2577,Sumiya_Bilguun,2474,B54,Sicilian Defence,½-½
Anton_Demchenko,2632,Aleksej_Aleksandrov,2495,C50,Italian Game,1-0
Aryan_Tari,2659,Le_Tuan_Minh,2542,B29,Sicilian Defence,0-1
Vahap_Sanal,2597,Mustafokhuja_Khusenkhojaev,2265,C28,Vienna Game,1-0
Shakhriyar_Mamedyarov,2740,Tigran_L_Petrosian,2551,A41,A40–A42,½-½
Sergei_Yudin,2469,Arystanbek_Urazayev,2465,B40,Sicilian Defence,1-0
Mikhail_Kobalia,2577,Daniyal_Sapenov,2323,C78,Ruy Lopez,1-0
Mamikon_Gharibyan,2480,Rinat_Jumabayev,2609,D35,Queen’s Gambit,1-0
Semetey_Tologontegin,2394,Levan_Pantsulaia,2597,B43,Sicilian Defence,1-0
Maxim_Matlakov,2662,Alvar_Alonso_Rosell,2561,E29,Indian systems with ...e6,1-0
Robert_Hovhannisyan,2597,Rudik_Makarian,2554,C70,Ruy Lopez,1-0
Narayanan.S.L,2669,Aman_Hambleton,2437,E47,Indian systems with ...e6,½-½
Valentin_Dragnev,2556,Ahmed_Adly,2596,B12,Caro-Kann Defence,0-1
V_Pranav,2545,Alexander_Riazantsev,2626,C88,Ruy Lopez,1-0
Ehsan_Ghaem_Maghami,2490,Mahammad_Muradli,2540,A13,English Opening,½-½
Timur_Gareyev,2602,Vladislav_Artemiev,2701,D53,Queen’s Gambit,½-½
Momchil_Petkov,2531,Alexei_Fedorov,2475,B30,Sicilian Defence,0-1
Ramazan_Zhalmakhanov,2401,Jakhongir_Vakhidov,2607,B35,Sicilian Defence,0-1
Daniil_Lintchevski,2548,Zhandos_Agmanov,2442,B10,Caro-Kann Defence,1-0
Ediz_Gurel,2454,Vugar_Asadli,2567,B40,Sicilian Defence,0-1
Artem_Uskov,2376,Klementy_Sychev,2556,C70,Ruy Lopez,½-½
Denis_Kadric,2584,Abdulla_Gadimbayli,2524,C00,French Defence,0-1
Lev_Zverev,2310,Shamsiddin_Vokhidov,2579,B54,Sicilian Defence,0-1
Aldiyar_Ansat,2291,Nikita_Petrov,2537,B47,Sicilian Defence,½-½
Francisco_Vallejo_Pons,2716,Vladimir_Burmakin,2498,B01,Scandinavian Defence,1-0
Srinath_Narayanan,2559,Mukhiddin_Madaminov,2438,A45,A45–A49,0-1
Jorden_Van_Foreest,2690,Giga_Quparadze,2470,A04,Réti Opening,0-1
Nikolay_Averin,2342,Denis_Makhnev,2481,C72,Ruy Lopez,0-1
Tigran_K_Harutyunyan,2511,Melis_Mamatov,2399,D19,Queen’s Gambit,1-0
Rustam_Khusnutdinov,2441,Amilal_Munkhdalai,2142,E00,E00–E09,½-½
Dambasuren_Batsuren,2525,Vuk_Damjanovic,2361,D30,Queen’s Gambit,1-0
Mukhammadzokhid_Suyarov,2299,Arjun_Kalyan,2505,A45,A45–A49,0-1
Sauat_Nurgaliyev,2150,Azamat_Utegaliyev,2445,B42,Sicilian Defence,0-1
Imangali_Akhilbay,2140,Gombosuren_Munkhgal,2463,D00,D00–D05,0-1
Arkadij_Naiditsch,2659,Egor_Korelskiy,2153,B40,Sicilian Defence,1-0
Ameet_K_Ghasi,2471,Jakob_Postlmayer,2314,A07,Réti Opening,½-½
Alexander_Khripachenko,2219,Johan-Sebastian_Christiansen,2578,C63,Ruy Lopez,1-0
Hans_Moke_Niemann,2698,Parham_Maghsoodloo,2719,E11,Indian systems with ...e6,½-½
Konstantin_Kazakov,2385,Nderim_Saraci,2468,B23,Sicilian Defence,½-½
Aziz_Degenbaev,2139,Andrew_Tang,2540,D31,Queen’s Gambit,0-1
Petr_Kostenko,2374,Abilmansur_Abdilkhair,2278,A13,English Opening,1-0
Frederik_Svane,2568,Khumoyun_Begmuratov,2399,C65,Ruy Lopez,1-0
Ali_Elier,2165,Savva_Vetokhin,2354,B21,Sicilian Defence,1-0
Benjamin_Haldorsen,2449,Edgar_Mamedov,2283,B10,Caro-Kann Defence,½-½
Andrei_Shishkov,2340,Ergali_Suleimen,2073,D70,Neo-Grünfeld,0-1
Ernur_Amangeldy,2097,Endrit_Uruci,2297,A52,Atypical Indian systems,1-0
Elijah_Everett,2202,Niilo_Man_Nissinen,1996,B33,Sicilian Defence,1-0
Hikaru_Nakamura,2768,Volodar_Murzin,2561,B11,Caro-Kann Defence,½-½
Giga_Quparadze,2470,Magnus_Carlsen,2859,C07,French Defence,0-1
Yangyi_Yu,2728,Hans_Moke_Niemann,2698,C65,Ruy Lopez,1-0
Volodar_Murzin,2561,Vladislav_Artemiev,2701,B52,Sicilian Defence,0-1
Tigran_L_Petrosian,2551,Anish_Giri,2764,A37,English Opening,0-1
Parham_Maghsoodloo,2719,Rauf_Mamedov,2646,A15,English Opening,½-½
Richard_Rapport,2740,Nodirbek_Yakubboev,2647,C24,C20-C24,½-½
Shant_Sargsyan,2645,Hikaru_Nakamura,2768,E10,Indian systems with ...e6,½-½
Bassem_Amin,2682,Jorden_Van_Foreest,2690,A08,Réti Opening,1-0
Santosh_Gujrathi_Vidit,2730,Jingyao_Tin,2562,D10,Queen’s Gambit,1-0
Zhamsaran_Tsydypov,2534,Ivan_Cheparinov,2688,B90,Sicilian Defence,1-0
Surya_Shekhar_Ganguly,2582,Bobby_Cheng,2583,C02,French Defence,1-0
Vladimir_Fedoseev,2688,Vincent_Keymer,2696,D41,Queen’s Gambit,½-½
Aleksandar_Indjic,2636,Boris_Gelfand,2667,A33,English Opening,½-½
Rasmus_Svane,2622,Alisher_Suleymenov,2476,D78,Neo-Grünfeld,½-½
Gabriel_Sargissian,2699,Maksim_Chigaev,2632,E94,King’s Indian,½-½
Abhimanyu_Puranik,2616,Nihal_Sarin,2670,B00,B00,0-1
Abhimanyu_Puranik,2616,Tigran_K_Harutyunyan,2511,C91,Ruy Lopez,½-½
Aldiyar_Ansat,2291,Vahap_Sanal,2597,C88,Ruy Lopez,1-0
Alexei_Fedorov,2475,Daniyal_Sapenov,2323,C55,Italian Game,0-1
Jules_Moussard,2684,Sankalp_Gupta,2485,A20,English Opening,1-0
Sabino_Brunello,2519,Frederik_Svane,2568,D66,Queen’s Gambit,½-½
Boris_Savchenko,2552,Sumiya_Bilguun,2474,D00,D00–D05,1-0
Bharathakoti_Harsha,2593,Valentin_Dragnev,2556,A16,English Opening,0-1
Nikita_Petrov,2537,Anton_Demchenko,2632,A45,A45–A49,½-½
Denis_Makhnev,2481,Ehsan_Ghaem_Maghami,2490,A62,Atypical Indian systems,1-0
Arystanbek_Urazayev,2465,Dambasuren_Batsuren,2525,E51,Indian systems with ...e6,1-0
Timur_Gareyev,2602,Richard_Rapport,2740,A40,A40–A42,0-1
Pouya_Idani,2637,Mukhiddin_Madaminov,2438,C68,Ruy Lopez,0-1
Levan_Pantsulaia,2597,Rustam_Khusnutdinov,2441,A09,Réti Opening,1-0
Mukhammadzokhid_Suyarov,2299,Daniil_Lintchevski,2548,D00,D00–D05,1-0
Abdulla_Gadimbayli,2524,Alexander_Riazantsev,2626,C47,C46–C49,1-0
Arjun_Kalyan,2505,Jakhongir_Vakhidov,2607,B38,Sicilian Defence,1-0
Johan-Sebastian_Christiansen,2578,Vladimir_Burmakin,2498,A09,Réti Opening,1-0
Denis_Kadric,2584,Momchil_Petkov,2531,C55,Italian Game,1-0
Alvar_Alonso_Rosell,2561,Zhandos_Agmanov,2442,E10,Indian systems with ...e6,½-½
Amilal_Munkhdalai,2142,Rudik_Makarian,2554,C41,Philidor Defence,0-1
Aleksej_Aleksandrov,2495,Ramazan_Zhalmakhanov,2401,D32,Queen’s Gambit,0-1
Jan_Krzysztof_Duda,2729,Sergei_Zhigalko,2572,A07,Réti Opening,1-0
Ediz_Gurel,2454,Aman_Hambleton,2437,B00,B00,0-1
Abilmansur_Abdilkhair,2278,Mahammad_Muradli,2540,B90,Sicilian Defence,0-1
Mustafokhuja_Khusenkhojaev,2265,Andrew_Tang,2540,E04,E00–E09,0-1
Srinath_Narayanan,2559,Gombosuren_Munkhgal,2463,E04,E00–E09,½-½
Jakob_Postlmayer,2314,Nderim_Saraci,2468,C47,C46–C49,½-½
Konstantin_Kazakov,2385,Azamat_Utegaliyev,2445,B23,Sicilian Defence,0-1
Egor_Korelskiy,2153,Ameet_K_Ghasi,2471,B10,Caro-Kann Defence,0-1
Vuk_Damjanovic,2361,Petr_Kostenko,2374,D37,Queen’s Gambit,1-0
Endrit_Uruci,2297,Ali_Elier,2165,C44,C44,0-1
Nikolay_Averin,2342,Benjamin_Haldorsen,2449,B32,Sicilian Defence,1-0
Erigaisi_Arjun,2722,Alexander_Grischuk,2745,E20,Indian systems with ...e6,1-0
Alexander_Khripachenko,2219,Edgar_Mamedov,2283,B12,Caro-Kann Defence,0-1
Melis_Mamatov,2399,Imangali_Akhilbay,2140,B30,Sicilian Defence,1-0
Ernur_Amangeldy,2097,Khumoyun_Begmuratov,2399,E71,King’s Indian,0-1
Savva_Vetokhin,2354,Lev_Zverev,2310,D27,Queen’s Gambit,½-½
Dinmukhammed_Tulendinov,1948,Andrei_Shishkov,2340,B01,Scandinavian Defence,½-½
Ergali_Suleimen,2073,Elijah_Everett,2202,B99,Sicilian Defence,0-1
Aziz_Degenbaev,2139,Niilo_Man_Nissinen,1996,B30,Sicilian Defence,1-0
Bassem_Amin,2682,Shakhriyar_Mamedyarov,2740,C81,Ruy Lopez,½-½
Magnus_Carlsen,2859,Fabiano_Caruana,2766,E10,Indian systems with ...e6,½-½
Shakhriyar_Mamedyarov,2740,Shant_Sargsyan,2645,E20,Indian systems with ...e6,1-0
Rauf_Mamedov,2646,Yangyi_Yu,2728,C42,Petrov’s Defence,1-0
Manuel_Petrosyan,2621,Rasmus_Svane,2622,A45,A45–A49,½-½
Haik_M_Martirosyan,2682,Gabriel_Sargissian,2699,D38,Queen’s Gambit,½-½
Dmitry_Andreikin,2729,Volodar_Murzin,2561,A07,Réti Opening,0-1
M._Amin_Tabatabaei,2660,Evgeny_Tomashevsky,2694,A08,Réti Opening,1-0
Hikaru_Nakamura,2768,Giga_Quparadze,2470,A45,A45–A49,½-½
Alexander_Grischuk,2745,Thai_Dai_Van_Nguyen,2656,A14,English Opening,1-0
Raunak_Sadhwani,2627,Andrey_Esipenko,2678,C50,Italian Game,½-½
Mikhail_Kobalia,2577,Surya_Shekhar_Ganguly,2582,C65,Ruy Lopez,0-1
Vladimir_Fedoseev,2688,Vladislav_Artemiev,2701,D52,Queen’s Gambit,½-½
Vugar_Asadli,2567,AR_Saleh_Salem,2677,C47,C46–C49,½-½
Boris_Gelfand,2667,Aydin_Suleymanli,2543,D20,Queen’s Gambit,1-0
David_Anton_Guijarro,2675,Arseniy_Nesterov,2573,A14,English Opening,1-0
Matthias_Bluebaum,2657,Kazybek_Nogerbek,2468,E46,Indian systems with ...e6,0-1
Sergei_Yudin,2469,Timur_Gareyev,2602,C55,Italian Game,½-½
Sergei_Zhigalko,2572,Christopher_Woojin_Yoo,2575,B53,Sicilian Defence,0-1
Bardiya_Daneshvar,2500,David_Paravyan,2586,A15,English Opening,½-½
Artem_Uskov,2376,Alexander_Donchenko,2636,B11,Caro-Kann Defence,0-1
Mamikon_Gharibyan,2480,Evgeniy_Najer,2662,D43,Queen’s Gambit,0-1
Alexander_Moiseenko,2577,Le_Tuan_Minh,2542,D31,Queen’s Gambit,0-1
Vincent_Keymer,2696,Santosh_Gujrathi_Vidit,2730,A06,Réti Opening,1-0
Denis_Lazavik,2537,Zhamsaran_Tsydypov,2534,E10,Indian systems with ...e6,1-0
Maksim_Chigaev,2632,Semetey_Tologontegin,2394,C53,Italian Game,1-0
Ivan_Cheparinov,2688,Samvel_Ter_Sahakyan,2605,B33,Sicilian Defence,½-½
Pentala_Harikrishna,2705,Aleksandar_Indjic,2636,A05,Réti Opening,0-1
Aryan_Tari,2659,Zaven_Andriasian,2580,B08,Pirc Defence,0-1
Narayanan.S.L,2669,Vasif_Durarbayli,2612,B22,Sicilian Defence,0-1
Daniyal_Sapenov,2323,Javokhir_Sindarov,2654,A56,Atypical Indian systems,0-1
Hans_Moke_Niemann,2698,Shamsiddin_Vokhidov,2579,A45,A45–A49,0-1
Pavel_Ponkratov,2577,Aldiyar_Ansat,2291,B33,Sicilian Defence,1-0
Bobby_Cheng,2583,Robert_Hovhannisyan,2597,D11,Queen’s Gambit,1-0
Richard_Rapport,2740,Daniil_Dubov,2708,B40,Sicilian Defence,½-½
Jorden_Van_Foreest,2690,Arystanbek_Urazayev,2465,B12,Caro-Kann Defence,1-0
Francisco_Vallejo_Pons,2716,Vladislav_Kovalev,2623,C46,C46–C49,1-0
Maxim_Matlakov,2662,Levan_Pantsulaia,2597,A43,Old Benoni Defence,0-1
Mustafa_Yilmaz,2617,Jules_Moussard,2684,E94,King’s Indian,1-0
Tigran_K_Harutyunyan,2511,Tigran_L_Petrosian,2551,A41,A40–A42,0-1
Aleksandr_Shimanov,2581,Denis_Makhnev,2481,C46,C46–C49,½-½
Valentin_Dragnev,2556,Boris_Savchenko,2552,B23,Sicilian Defence,½-½
Alisher_Suleymenov,2476,Ahmed_Adly,2596,D45,Queen’s Gambit,0-1
Mukhiddin_Madaminov,2438,Alexandr_Predke,2684,D00,D00–D05,½-½
V_Pranav,2545,Sebastien_Maze,2538,B31,Sicilian Defence,½-½
Parham_Maghsoodloo,2719,Jan_Krzysztof_Duda,2729,E21,Indian systems with ...e6,1-0
Nodirbek_Yakubboev,2647,Abdulla_Gadimbayli,2524,D08,Queen’s Gambit,1-0
Mukhammadzokhid_Suyarov,2299,Abhimanyu_Puranik,2616,A45,A45–A49,1-0
B_Adhiban,2611,Velimir_Ivic,2572,A01,Larsen Opening,1-0
Denis_Kadric,2584,Sabino_Brunello,2519,B48,Sicilian Defence,½-½
Frederik_Svane,2568,Sam_Shankland,2710,B69,Sicilian Defence,1-0
Sanan_Sjugirov,2712,Rudik_Makarian,2554,E90,King’s Indian,½-½
Aman_Hambleton,2437,Chithambaram_VR_Aravindh,2607,A45,A45–A49,0-1
Anton_Demchenko,2632,Jingyao_Tin,2562,B12,Caro-Kann Defence,0-1
Vahap_Sanal,2597,Arjun_Kalyan,2505,C44,C44,1-0
Mahammad_Muradli,2540,Alexei_Fedorov,2475,E71,King’s Indian,1-0
Andrew_Tang,2540,Rinat_Jumabayev,2609,E81,King’s Indian,1-0
Ramazan_Zhalmakhanov,2401,Nikita_Petrov,2537,A45,A45–A49,0-1
Sankalp_Gupta,2485,Johan-Sebastian_Christiansen,2578,C45,Scotch Game,1-0
Robert_Hovhannisyan,2597,Andrei_Shishkov,2340,B13,Caro-Kann Defence,1-0
Dambasuren_Batsuren,2525,Aziz_Degenbaev,2139,A57,Atypical Indian systems,½-½
Dinmukhammed_Tulendinov,1948,Petr_Kostenko,2374,B10,Caro-Kann Defence,0-1
Ediz_Gurel,2454,Niilo_Man_Nissinen,1996,B33,Sicilian Defence,1-0
Ernur_Amangeldy,2097,Savva_Vetokhin,2354,D37,Queen’s Gambit,0-1
Jakob_Postlmayer,2314,Benjamin_Haldorsen,2449,A40,A40–A42,½-½
Ali_Elier,2165,Elijah_Everett,2202,B21,Sicilian Defence,1-0
Endrit_Uruci,2297,Abilmansur_Abdilkhair,2278,A01,Larsen Opening,0-1
Hikaru_Nakamura,2768,Alexandr_Predke,2684,B40,Sicilian Defence,½-½
Vladimir_Fedoseev,2688,Magnus_Carlsen,2859,E11,Indian systems with ...e6,½-½
Boris_Savchenko,2552,Hikaru_Nakamura,2768,A08,Réti Opening,½-½
Jan_Krzysztof_Duda,2729,Haik_M_Martirosyan,2682,D35,Queen’s Gambit,1-0
Sebastien_Maze,2538,Maxime_Vachier_Lagrave,2737,C48,C46–C49,½-½
Alexandr_Predke,2684,Alexander_Grischuk,2745,A07,Réti Opening,½-½
Vladislav_Artemiev,2701,Zhamsaran_Tsydypov,2534,A04,Réti Opening,1-0
Andrey_Esipenko,2678,Maksim_Chigaev,2632,D77,Neo-Grünfeld,½-½
Parham_Maghsoodloo,2719,Aydin_Suleymanli,2543,D02,D00–D05,1-0
Nodirbek_Yakubboev,2647,David_Anton_Guijarro,2675,A21,English Opening,½-½
Evgeny_Tomashevsky,2694,Denis_Lazavik,2537,A14,English Opening,½-½
Tigran_L_Petrosian,2551,Sankalp_Gupta,2485,A08,Réti Opening,1-0
Ian_Nepomniachtchi,2793,Nodirbek_Abdusattorov,2713,B40,Sicilian Defence,0-1
Shant_Sargsyan,2645,Matthias_Bluebaum,2657,D30,Queen’s Gambit,½-½
Bobby_Cheng,2583,Aleksandr_Shimanov,2581,E04,E00–E09,½-½
David_Paravyan,2586,Manuel_Petrosyan,2621,C47,C46–C49,½-½
Samvel_Ter_Sahakyan,2605,Alexander_Donchenko,2636,B12,Caro-Kann Defence,½-½
Fabiano_Caruana,2766,Pavel_Ponkratov,2577,A29,English Opening,1-0
Aleksandar_Indjic,2636,Sabino_Brunello,2519,D11,Queen’s Gambit,½-½
Santosh_Gujrathi_Vidit,2730,Ehsan_Ghaem_Maghami,2490,E01,E00–E09,1-0
Arystanbek_Urazayev,2465,Ivan_Cheparinov,2688,B92,Sicilian Defence,0-1
Surya_Shekhar_Ganguly,2582,Bassem_Amin,2682,C45,Scotch Game,½-½
AR_Saleh_Salem,2677,Abhimanyu_Puranik,2616,E60,King’s Indian,½-½
Volodar_Murzin,2561,Shakhriyar_Mamedyarov,2740,C47,C46–C49,½-½
Rinat_Jumabayev,2609,Boris_Gelfand,2667,A35,English Opening,0-1
Gabriel_Sargissian,2699,Vahap_Sanal,2597,E95,King’s Indian,1-0
Raunak_Sadhwani,2627,Aleksandr_Rakhmanov,2630,C42,Petrov’s Defence,1-0
Dmitry_Andreikin,2729,Mikhail_Kobalia,2577,D11,Queen’s Gambit,1-0
Pouya_Idani,2637,Zaven_Andriasian,2580,B90,Sicilian Defence,½-½
Alisher_Suleymenov,2476,Sergei_Zhigalko,2572,E12,Indian systems with ...e6,½-½
Le_Tuan_Minh,2542,Rauf_Mamedov,2646,B07,Pirc Defence,0-1
Bardiya_Daneshvar,2500,Alexander_Moiseenko,2577,A07,Réti Opening,1-0
Maksim_Tsaruk,2373,Maxim_Matlakov,2662,C89,Ruy Lopez,1-0
Daniil_Lintchevski,2548,Baadur_Jobava,2578,B10,Caro-Kann Defence,0-1
Yangyi_Yu,2728,Vincent_Keymer,2696,A45,A45–A49,0-1
Klementy_Sychev,2556,Sam_Shankland,2710,D41,Queen’s Gambit,0-1
Alvar_Alonso_Rosell,2561,Pentala_Harikrishna,2705,E06,E00–E09,0-1
Rasmus_Svane,2622,Vugar_Asadli,2567,A05,Réti Opening,1-0
Jules_Moussard,2684,Denis_Kadric,2584,C41,Philidor Defence,1-0
Christopher_Woojin_Yoo,2575,Narayanan.S.L,2669,B30,Sicilian Defence,1-0
Javokhir_Sindarov,2654,Velimir_Ivic,2572,B35,Sicilian Defence,½-½
Evgeniy_Najer,2662,Shamsiddin_Vokhidov,2579,B66,Sicilian Defence,1-0
Mahammad_Muradli,2540,Sanan_Sjugirov,2712,D12,Queen’s Gambit,0-1
Chithambaram_VR_Aravindh,2607,Sumiya_Bilguun,2474,A30,English Opening,½-½
Bharathakoti_Harsha,2593,Sergei_Yudin,2469,D31,Queen’s Gambit,½-½
Daniil_Dubov,2708,Nihal_Sarin,2670,D28,Queen’s Gambit,1-0
Zhandos_Agmanov,2442,B_Adhiban,2611,E73,King’s Indian,0-1
Lev_Zverev,2310,Thai_Dai_Van_Nguyen,2656,B33,Sicilian Defence,0-1
Alexei_Fedorov,2475,Jingyao_Tin,2562,B10,Caro-Kann Defence,0-1
M._Amin_Tabatabaei,2660,Valentin_Dragnev,2556,E49,Indian systems with ...e6,1-0
Vladislav_Kovalev,2623,Artem_Uskov,2376,B20,Sicilian Defence,1-0
Mustafa_Yilmaz,2617,Aldiyar_Ansat,2291,D85,Grünfeld,1-0
Kazybek_Nogerbek,2468,Francisco_Vallejo_Pons,2716,D27,Queen’s Gambit,1-0
Azamat_Utegaliyev,2445,Anton_Demchenko,2632,C69,Ruy Lopez,0-1
Gombosuren_Munkhgal,2463,Aryan_Tari,2659,D00,D00–D05,0-1
Jakhongir_Vakhidov,2607,Momchil_Petkov,2531,A21,English Opening,½-½
Erigaisi_Arjun,2722,Anish_Giri,2764,D73,Neo-Grünfeld,1-0
Levan_Pantsulaia,2597,Mukhiddin_Madaminov,2438,A05,Réti Opening,1-0
Nikita_Petrov,2537,Mamikon_Gharibyan,2480,A45,A45–A49,0-1
Vladimir_Burmakin,2498,Vasif_Durarbayli,2612,D12,Queen’s Gambit,0-1
Denis_Makhnev,2481,Semetey_Tologontegin,2394,E11,Indian systems with ...e6,0-1
Amilal_Munkhdalai,2142,Daniel_Dardha,2606,C65,Ruy Lopez,0-1
Arseniy_Nesterov,2573,Mukhammadzokhid_Suyarov,2299,A40,A40–A42,1-0
Aleksej_Aleksandrov,2495,Imangali_Akhilbay,2140,D32,Queen’s Gambit,1-0
Mustafokhuja_Khusenkhojaev,2265,Aman_Hambleton,2437,A63,Atypical Indian systems,½-½
Daniyal_Sapenov,2323,Rustam_Khusnutdinov,2441,A40,A40–A42,1-0
Ahmed_Adly,2596,Nikolay_Averin,2342,A07,Réti Opening,1-0
Jorden_Van_Foreest,2690,Timur_Gareyev,2602,C55,Italian Game,½-½
Petr_Kostenko,2374,Robert_Hovhannisyan,2597,C53,Italian Game,0-1
Abdulla_Gadimbayli,2524,Arkadij_Naiditsch,2659,B30,Sicilian Defence,1-0
Alexander_Riazantsev,2626,Khumoyun_Begmuratov,2399,E61,King’s Indian,1-0
Melis_Mamatov,2399,Srinath_Narayanan,2559,C02,French Defence,½-½
Johan-Sebastian_Christiansen,2578,Ramazan_Zhalmakhanov,2401,B30,Sicilian Defence,0-1
Alexander_Khripachenko,2219,Rudik_Makarian,2554,B90,Sicilian Defence,0-1
Nderim_Saraci,2468,Ediz_Gurel,2454,A05,Réti Opening,0-1
Egor_Korelskiy,2153,V_Pranav,2545,C72,Ruy Lopez,0-1
Konstantin_Kazakov,2385,Ameet_K_Ghasi,2471,B10,Caro-Kann Defence,½-½
Vuk_Damjanovic,2361,Frederik_Svane,2568,E10,Indian systems with ...e6,1-0
Alexey_Sarana,2668,Giga_Quparadze,2470,E48,Indian systems with ...e6,½-½
Edgar_Mamedov,2283,Tigran_K_Harutyunyan,2511,A45,A45–A49,0-1
Ergali_Suleimen,2073,Dambasuren_Batsuren,2525,B15,Caro-Kann Defence,0-1
Arjun_Kalyan,2505,Ali_Elier,2165,C50,Italian Game,1-0
Savva_Vetokhin,2354,Sauat_Nurgaliyev,2150,B52,Sicilian Defence,0-1
Aziz_Degenbaev,2139,Benjamin_Haldorsen,2449,B30,Sicilian Defence,½-½
Andrew_Tang,2540,Dinmukhammed_Tulendinov,1948,D00,D00–D05,1-0
Niilo_Man_Nissinen,1996,Jakob_Postlmayer,2314,B90,Sicilian Defence,0-1
Abilmansur_Abdilkhair,2278,Ernur_Amangeldy,2097,B33,Sicilian Defence,1-0
Andrei_Shishkov,2340,Elijah_Everett,2202,E83,King’s Indian,½-½
Richard_Rapport,2740,Hans_Moke_Niemann,2698,C24,C20-C24,0-1
Magnus_Carlsen,2859,Daniil_Dubov,2708,A01,Larsen Opening,½-½
Maxime_Vachier_Lagrave,2737,David_Paravyan,2586,C42,Petrov’s Defence,1-0
Aleksandr_Shimanov,2581,Ian_Nepomniachtchi,2793,B22,Sicilian Defence,0-1
Sergei_Zhigalko,2572,Mustafa_Yilmaz,2617,C80,Ruy Lopez,1-0
Arkadij_Naiditsch,2659,Alvar_Alonso_Rosell,2561,C73,Ruy Lopez,0-1
Ahmed_Adly,2596,Sumiya_Bilguun,2474,D00,D00–D05,½-½
Sanan_Sjugirov,2712,Christopher_Woojin_Yoo,2575,D38,Queen’s Gambit,½-½
Valentin_Dragnev,2556,Chithambaram_VR_Aravindh,2607,C60,Ruy Lopez,0-1
Alexander_Moiseenko,2577,Alisher_Suleymenov,2476,D85,Grünfeld,½-½
Pavel_Ponkratov,2577,V_Pranav,2545,C59,Italian Game,1-0
Erigaisi_Arjun,2722,Richard_Rapport,2740,E20,Indian systems with ...e6,1-0
Momchil_Petkov,2531,Shant_Sargsyan,2645,E00,E00–E09,0-1
Maksim_Chigaev,2632,Melis_Mamatov,2399,B56,Sicilian Defence,1-0
Mamikon_Gharibyan,2480,Aleksandar_Indjic,2636,A35,English Opening,½-½
Mukhiddin_Madaminov,2438,Manuel_Petrosyan,2621,A45,A45–A49,0-1
Ameet_K_Ghasi,2471,Maksim_Tsaruk,2373,A08,Réti Opening,0-1
Thai_Dai_Van_Nguyen,2656,Amilal_Munkhdalai,2142,E16,Indian systems with ...e6,1-0
Alexei_Fedorov,2475,Mustafokhuja_Khusenkhojaev,2265,C50,Italian Game,½-½
Sabino_Brunello,2519,Aleksej_Aleksandrov,2495,D38,Queen’s Gambit,½-½
Francisco_Vallejo_Pons,2716,Tigran_K_Harutyunyan,2511,C65,Ruy Lopez,½-½
Aleksandr_Rakhmanov,2630,Andrew_Tang,2540,D31,Queen’s Gambit,1-0
AR_Saleh_Salem,2677,Ian_Nepomniachtchi,2793,E49,Indian systems with ...e6,0-1
Narayanan.S.L,2669,Rustam_Khusnutdinov,2441,B42,Sicilian Defence,1-0
Aryan_Tari,2659,Dambasuren_Batsuren,2525,C45,Scotch Game,1-0
Petr_Kostenko,2374,Raunak_Sadhwani,2627,A21,English Opening,0-1
Alexander_Khripachenko,2219,Vladislav_Kovalev,2623,C68,Ruy Lopez,½-½
Daniil_Lintchevski,2548,Arjun_Kalyan,2505,C46,C46–C49,½-½
Edgar_Mamedov,2283,Nikita_Petrov,2537,D04,D00–D05,0-1
Srinath_Narayanan,2559,Vladimir_Burmakin,2498,D00,D00–D05,½-½
Dinmukhammed_Tulendinov,1948,Denis_Makhnev,2481,C69,Ruy Lopez,0-1
Vugar_Asadli,2567,Artem_Uskov,2376,C77,Ruy Lopez,1-0
Rasmus_Svane,2622,Fabiano_Caruana,2766,A05,Réti Opening,½-½
Velimir_Ivic,2572,Aldiyar_Ansat,2291,B30,Sicilian Defence,1-0
Denis_Kadric,2584,Vuk_Damjanovic,2361,B00,B00,½-½
Bobby_Cheng,2583,Egor_Korelskiy,2153,D11,Queen’s Gambit,1-0
Imangali_Akhilbay,2140,Rudik_Makarian,2554,A45,A45–A49,1-0
Konstantin_Kazakov,2385,Klementy_Sychev,2556,B23,Sicilian Defence,0-1
Jingyao_Tin,2562,Niilo_Man_Nissinen,1996,B94,Sicilian Defence,0-1
Daniel_Dardha,2606,Savva_Vetokhin,2354,A34,English Opening,1-0
Nikolay_Averin,2342,Frederik_Svane,2568,B44,Sicilian Defence,1-0
Timur_Gareyev,2602,Yangyi_Yu,2728,E10,Indian systems with ...e6,0-1
Aman_Hambleton,2437,Daniyal_Sapenov,2323,A45,A45–A49,0-1
Bardiya_Daneshvar,2500,Elijah_Everett,2202,E97,King’s Indian,1-0
Gombosuren_Munkhgal,2463,Ergali_Suleimen,2073,A45,A45–A49,1-0
Mukhammadzokhid_Suyarov,2299,Kazybek_Nogerbek,2468,B09,Pirc Defence,0-1
Sauat_Nurgaliyev,2150,Ramazan_Zhalmakhanov,2401,B35,Sicilian Defence,0-1
Endrit_Uruci,2297,Lev_Zverev,2310,C68,Ruy Lopez,0-1
Abilmansur_Abdilkhair,2278,Ediz_Gurel,2454,B47,Sicilian Defence,0-1
